pk_cid,pk_partition,short_term_deposit,loans,mortgage,funds,securities,long_term_deposit,em_account_pp,credit_card,payroll,pension_plan,payroll_account,emc_account,debit_card,em_account_p,em_acount,num_products_contracts,p_cuenta_bancaria,cuentas_sum,p_inversion,inversion_sum,p_financiacion,financiacion_sum,profit_cuentas,profit_inversion,profit_financiacion,country_id,gender,mes_partition,mes_nombre_partition,grupo_edad,median_salary,region_code,entry_date,entry_channel,active_customer,segment,categoria_antiguedad,sale_credit_card,sale_short_term_deposit,sale_loans,sale_mortgage,sale_funds,sale_securities,sale_long_term_deposit,sale_em_account_pp,sale_payroll,sale_pension_plan,sale_payroll_account,sale_emc_account,sale_debit_card,sale_em_account_p,sale_em_acount,probability,cluster_5
1084651,2019-05-28,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,85978.02,Madrid,2015-10-19,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0.8953554,2
1138402,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos mayores,85696.56,Madrid,2016-06-25,KAT,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8952708,2
1102152,2019-05-28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos jóvenes,158588.52,Madrid,2015-11-16,KAT,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.8952611,2
1252644,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ES,V,5,May,Adultos jóvenes,125605.62,Barcelona,2017-04-08,KFC,0,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8950752,2
1137426,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos mayores,50177.10000000001,Alicante,2016-06-14,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8950589,0
1012078,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,4,1,2,1,2,0,0,20,80,0,ES,H,5,May,Adultos jóvenes,153837.38999999998,Madrid,2015-04-12,Otros,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0.8950431,2
1245374,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos,118183.41,Madrid,2017-02-25,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89501595,2
1111709,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,84368.25,Albacete,2015-12-11,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.894955,0
675168,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,46069.74,Valencia,2015-05-25,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.89479995,0
1054194,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,83056.34999999999,Sevilla,2015-08-27,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8947014,0
1116012,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,83056.34999999999,Sevilla,2016-01-04,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8947014,0
1136935,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,90693.18,Sevilla,2016-06-10,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8947014,2
849328,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,H,5,May,Adultos jóvenes,396928.2,Madrid,2015-06-29,KAT,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8946701,2
1231352,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,102151.29,Madrid,2016-12-13,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89438903,2
1178570,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,108223.41,Madrid,2016-09-18,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89438903,2
1110156,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos,126550.11000000002,"Palmas, Las",2015-12-05,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.89432037,2
1217412,2019-05-28,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos jóvenes,96491.55,Madrid,2016-11-11,KFC,1,01 - TOP,2-3 años,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0.89431983,2
1173802,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,66839.54999999999,Castellón,2016-09-09,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89421177,0
605217,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,89370.435,"Coruña, A",2015-04-02,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8941957,2
108302,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,54804.36,"Coruña, A",2015-06-15,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8941957,0
1101023,2019-05-28,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,1,2,1,2,0,0,20,80,0,ES,V,5,May,Ancianos,279884.94,Madrid,2015-11-14,KAT,1,01 - TOP,Más de 3 años,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0.89418346,2
1164052,2019-05-28,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,1,2,1,2,0,0,20,80,0,ES,V,5,May,Adultos,115927.92,Málaga,2016-08-12,KFC,1,01 - TOP,2-3 años,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0.89415544,2
1167859,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,81896.745,Asturias,2016-08-20,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.8940879,0
1165248,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ES,H,5,May,Adultos,83123.01,Albacete,2016-08-13,KAT,0,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.89400864,0
1107902,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,54586.02,Madrid,2015-11-29,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8939141,2
1126343,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,63273.39,Madrid,2016-04-02,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8939141,2
1017697,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,61455.66,Málaga,2015-05-28,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8938646,0
1266755,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ES,V,5,May,Adultos,235977.12,Madrid,2017-07-02,RED,0,02 - PARTICULARES,1-2 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.89383286,2
1101174,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,45533.7,"Palmas, Las",2015-11-15,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89383274,0
1014439,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,37239.66,Valencia,2015-05-03,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89383274,0
1126032,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,39925.47,Barcelona,2016-03-28,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89383274,2
1173892,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,137985.48,Madrid,2016-09-10,KFA,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8937023,2
1119704,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,H,5,May,Adultos jóvenes,205644.57,Barcelona,2016-01-28,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.893693,2
1157167,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,94657.29,Madrid,2016-08-05,KFC,1,03 - UNIVERSITARIO,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8936383,2
1169566,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,86274.33,Madrid,2016-08-26,KFC,1,03 - UNIVERSITARIO,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8936383,2
1020224,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,556834.98,Alicante,2015-06-19,KAT,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8934734,2
1127087,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,150845.7,Madrid,2016-04-08,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8934575,2
916550,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos,143707.38,Barcelona,2015-03-05,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8934511,2
1114689,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos,58800.0,León,2015-12-26,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89344674,0
1004240,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,V,5,May,Adultos jóvenes,63831.84,Valencia,2015-02-06,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8933813,0
1017020,2019-05-28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Jóvenes,86619.6,"Rioja, La",2015-05-22,KFC,1,01 - TOP,Más de 3 años,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0.8933024,2
1015505,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,2,0,0,0,0,20,0,0,ES,V,5,May,Adultos,145104.18,Madrid,2015-05-10,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8932875,2
1118242,2019-05-28,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,67527.6,Cantabria,2016-01-16,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0.8932265,0
1230134,2019-05-28,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,5,1,3,1,2,0,0,30,80,0,ES,V,5,May,Adultos mayores,101463.38999999998,Madrid,2016-12-10,KFA,1,02 - PARTICULARES,2-3 años,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0.893124,2
1015170,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,10,0,0,ES,V,5,May,Adultos,118183.41,Madrid,2015-05-09,KFC,0,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.89311,2
1260678,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,78211.11,Madrid,2017-05-30,KFA,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8930005,2
1237522,2019-05-28,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos jóvenes,114204.38999999998,Zaragoza,2017-01-10,KAT,1,01 - TOP,2-3 años,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0.892904,2
1077634,2019-05-28,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Adultos mayores,159127.59,Lleida,2015-10-08,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.8928864,2
1087956,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos,164069.84999999998,Barcelona,2015-10-24,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8927983,2
1128295,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos jóvenes,68020.95000000001,Pontevedra,2016-04-17,Otros,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.892784,0
1080825,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,H,5,May,Adultos,240284.64,Asturias,2015-10-15,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8927775,2
1132019,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,2,0,0,0,0,20,0,0,ES,H,5,May,Adultos,74752.77,Madrid,2016-04-29,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89276534,2
1112981,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,V,5,May,Adultos jóvenes,43018.62,Alicante,2015-12-14,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.89275926,0
1134712,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,157458.06,Madrid,2016-05-21,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8927087,2
280168,2019-05-28,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Longevos,52021.05,Madrid,2015-03-15,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0.8927018,2
1117573,2019-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ES,H,5,May,Adultos,29218.62000000001,Valencia,2016-01-10,KFC,0,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.892566,0
756120,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,77322.66,Barcelona,2015-07-24,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8924843,2
1022529,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,57229.77,Cantabria,2015-07-09,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8924843,0
1128346,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,69903.78,Valencia,2016-04-18,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8924843,0
1123674,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,145661.76,Sevilla,2016-03-05,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.89247733,2
1139021,2019-05-28,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,6,1,4,1,2,0,0,40,80,0,ES,H,5,May,Adultos jóvenes,61545.81,Madrid,2016-07-01,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0.89247525,2
1026334,2019-05-28,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,117430.29,Albacete,2015-07-19,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.8924294,2
1077589,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos jóvenes,161916.96,Madrid,2015-10-08,KFA,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.89238024,2
1001652,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,V,5,May,Adultos jóvenes,64547.43000000001,Alicante,2015-01-16,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.89233375,0
1118371,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,H,5,May,Adultos jóvenes,416583.03,Barcelona,2016-01-17,KFC,1,03 - UNIVERSITARIO,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.89219826,2
1011515,2019-05-28,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos,162876.57,Madrid,2015-04-09,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0.8921978,2
1023169,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,H,5,May,Adultos mayores,227749.95,Madrid,2015-07-12,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.89210993,2
1236857,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos,87875.09999999999,Málaga,2017-01-08,KFC,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.89204764,2
1257588,2019-05-28,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,5,1,3,1,2,0,0,30,80,0,ES,V,5,May,Adultos jóvenes,104295.81,Madrid,2017-05-14,KFC,1,03 - UNIVERSITARIO,2-3 años,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0.8920068,2
1124943,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos,28425.21,Zaragoza,2016-03-18,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8919926,0
1011202,2019-05-28,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Longevos,64347.06,Madrid,2015-04-03,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.8919664,2
1040279,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,2,1,1,0,0,20,40,0,ES,H,5,May,Adultos,123767.73,Madrid,2015-08-02,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8919044,2
1000928,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,H,5,May,Adultos jóvenes,120929.31,Córdoba,2015-01-05,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8918964,2
1119097,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,6,1,5,1,1,0,0,50,40,0,ES,H,5,May,Adultos,97383.75,Madrid,2016-01-23,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8918807,2
1032096,2019-05-28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Jóvenes,239025.24,Madrid,2015-07-26,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.8918351,2
1032116,2019-05-28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,2,1,1,0,0,20,40,0,ES,V,5,May,Jóvenes,239025.24,Madrid,2015-07-26,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0.8918351,2
1132841,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,251709.93,Murcia,2016-05-03,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8917513,2
1008063,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,1,3,1,1,0,0,30,40,0,ES,H,5,May,Adultos,172380.21,Alicante,2015-03-08,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.8916656,2
1078909,2019-05-28,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,4,1,2,1,2,0,0,20,80,0,ES,V,5,May,Adultos jóvenes,83454.78,Guadalajara,2015-10-10,KFA,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0.89164245,0
1055071,2019-05-28,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,0,0,0,0,30,0,0,ES,V,5,May,Adultos,91028.475,"Coruña, A",2015-08-30,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.89162314,2
852889,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos,54763.98,Guadalajara,2015-09-13,KAT,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0.8916018,0
1127982,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,138208.11000000002,Albacete,2016-04-15,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8915836,2
914468,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos mayores,223202.88,Madrid,2016-06-19,KAT,1,02 - PARTICULARES,2-3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8914371,2
1123043,2019-05-28,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,5,1,4,1,1,0,0,40,40,0,ES,V,5,May,Adultos jóvenes,63647.7,Madrid,2016-02-27,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0.89141506,2
1105789,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,108639.45,Madrid,2015-11-26,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8913911,2
1120101,2019-05-28,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,1,3,1,1,0,0,30,40,0,ES,V,5,May,Adultos jóvenes,102321.93,Madrid,2016-01-31,KFC,1,02 - PARTICULARES,Más de 3 años,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0.8913911,2
